GPA,SAT_Score,Extracurricular,Volunteer_Hours,Recommendation_Score,Interview_Score,Intended_Major,Legacy,First_Gen,Gender,Ethnicity,International,Income_Level,High_School_Rating,Admitted
3.4,1188.0,0,93.0,3.1,1.6,Business,0,0,Female,White,1,Low,2.5,Yes
2.74,1257.0,1,37.0,4.6,5.7,STEM,0,0,Male,Asian,0,High,3.9,No
3.17,1224.0,1,43.0,1.2,6.9,SocialSci,1,1,Female,Hispanic,0,Middle,1.9,No
3.73,1292.0,1,14.0,1.5,2.8,Health,0,0,Male,Hispanic,0,Low,9.2,No
2.86,1189.0,1,46.0,2.6,7.0,STEM,1,0,Other,Other,0,High,5.3,No
3.18,1144.0,1,53.0,3.5,4.5,Health,0,0,Male,Black,1,Low,5.1,No
3.73,1315.0,1,20.0,3.7,6.9,Arts,0,0,Female,Black,0,Middle,6.9,No
3.97,1296.0,0,48.0,4.3,8.3,Health,0,0,Female,Hispanic,0,Low,5.1,Yes
3.49,1312.0,0,44.0,2.0,3.3,Business,1,0,Other,Asian,0,High,2.9,Yes
3.33,1493.0,0,62.0,4.7,5.1,Arts,1,0,Female,Hispanic,0,Middle,6.2,Yes
2.72,1155.0,0,23.0,4.8,3.3,STEM,0,1,Other,Other,0,High,5.1,No
3.89,1026.0,0,35.0,2.1,3.9,Arts,1,1,Male,Asian,0,Middle,1.3,No
3.12,1384.0,0,47.0,1.8,2.7,Arts,0,0,Male,Hispanic,0,High,3.9,Yes
2.77,1303.0,0,35.0,4.2,3.7,SocialSci,0,1,Male,White,0,Low,5.8,No
2.84,1227.0,1,93.0,1.1,5.2,SocialSci,0,0,Female,Asian,0,Middle,8.5,Yes
2.06,1124.0,0,27.0,2.5,2.7,Arts,0,0,Female,Hispanic,0,Middle,5.9,No
3.43,1249.0,1,52.0,3.6,2.6,SocialSci,0,0,Female,Black,0,High,9.5,Yes
3.43,1204.0,1,81.0,4.4,5.3,Arts,0,0,Other,White,0,Low,3.7,Yes
2.64,1365.0,0,89.0,3.1,9.5,Arts,0,0,Other,Other,0,High,8.4,Yes
2.57,1070.0,1,25.0,3.0,2.6,Arts,1,0,Male,Asian,0,Low,9.4,No
3.55,1512.0,1,72.0,1.8,6.8,SocialSci,0,0,Other,Hispanic,0,Low,4.2,Yes
2.44,1060.0,1,36.0,4.2,9.3,STEM,0,0,Other,Hispanic,0,High,2.4,No
3.3,1116.0,1,15.0,2.1,2.1,SocialSci,0,0,Female,Other,0,Low,3.2,No
3.64,1269.0,1,-17.0,2.1,7.1,Health,0,1,Female,White,0,Low,6.9,No
2.71,1099.0,0,69.0,3.5,6.8,Health,0,0,Other,Hispanic,0,High,6.4,Yes
2.1,1011.0,1,59.0,3.8,1.9,Business,0,1,Other,Other,0,Middle,9.5,No
2.72,1262.0,0,28.0,2.1,7.0,Arts,0,1,Other,Hispanic,0,High,2.3,No
3.35,1216.0,1,46.0,2.9,5.6,Business,0,0,Female,Black,0,High,4.7,No
2.88,1189.0,1,54.0,2.6,1.3,Health,0,0,Other,Asian,0,Low,5.2,No
3.85,1100.0,1,20.0,1.1,3.5,Arts,0,0,Female,Black,0,Low,1.1,No
3.05,1063.0,1,49.0,1.8,7.3,Arts,0,0,Female,Hispanic,0,Middle,6.1,No
3.94,1150.0,0,75.0,2.4,1.1,SocialSci,0,0,Other,White,0,High,8.4,Yes
3.33,1245.0,1,47.0,2.4,8.9,Health,0,0,Other,Hispanic,0,Middle,3.3,Yes
3.64,1220.0,1,66.0,4.9,7.6,Health,1,1,Other,Black,0,Low,7.4,Yes
3.28,1268.0,0,17.0,1.9,3.2,Arts,0,1,Other,White,0,Low,8.1,No
3.01,1240.0,1,61.0,4.3,9.9,Arts,1,0,Female,Asian,0,Middle,9.1,Yes
3.14,1102.0,0,31.0,5.0,2.9,Arts,0,1,Male,Other,0,High,9.8,No
3.65,1193.0,0,56.0,3.4,5.2,Arts,0,1,Female,Hispanic,0,Middle,2.8,Yes
3.13,1047.0,1,62.0,4.3,7.7,SocialSci,0,1,Male,Black,1,High,4.1,Yes
3.85,1238.0,1,40.0,2.0,8.8,Health,0,0,Other,Other,0,Middle,9.8,Yes
2.61,1219.0,1,71.0,2.2,3.3,SocialSci,0,0,Male,Asian,0,High,7.6,Yes
2.84,1275.0,1,34.0,2.9,7.2,STEM,0,0,Other,Asian,0,Low,8.4,No
2.93,1120.0,1,20.0,3.8,1.2,Health,0,0,Other,Hispanic,0,Middle,2.7,No
3.32,1294.0,0,43.0,2.9,4.4,Health,0,1,Other,Asian,0,Middle,10.0,No
3.56,1060.0,0,23.0,4.6,3.2,Health,0,0,Female,Black,1,Low,3.3,No
3.26,1309.0,1,41.0,2.4,3.2,STEM,0,1,Female,White,0,High,5.7,Yes
3.74,1191.0,1,37.0,2.9,1.7,SocialSci,0,0,Female,Hispanic,0,High,9.3,No
3.93,1195.0,1,46.0,3.9,2.5,Health,0,1,Female,Other,0,High,2.4,No
2.07,1174.0,1,73.0,4.6,10.0,Business,1,1,Male,Hispanic,0,Low,7.1,Yes
2.0,1381.0,1,47.0,2.2,8.1,STEM,0,1,Female,Other,0,Middle,5.2,No
2.5,1336.0,0,59.0,4.8,5.8,Health,0,0,Other,White,0,Middle,4.6,Yes
2.21,1410.0,0,83.0,1.9,6.6,STEM,0,0,Other,White,0,Middle,6.3,Yes
3.62,1250.0,0,60.0,4.6,5.9,SocialSci,1,0,Female,Hispanic,0,High,6.2,Yes
3.61,1340.0,0,64.0,2.4,5.4,SocialSci,1,0,Male,Hispanic,0,Low,1.2,Yes
2.24,1190.0,1,39.0,4.8,8.9,Health,0,0,Male,Other,0,High,3.5,Yes
3.02,1265.0,1,19.0,2.2,3.6,SocialSci,0,0,Other,Other,0,Middle,6.6,No
3.83,1292.0,0,39.0,4.6,5.9,Arts,1,0,Other,Other,0,Low,3.8,Yes
2.29,1157.0,0,56.0,2.5,6.6,Arts,0,0,Male,Other,0,Middle,4.0,No
3.29,1351.0,0,11.0,4.8,2.0,Health,0,1,Female,Hispanic,0,High,5.6,No
3.49,1140.0,1,34.0,4.5,3.7,Arts,1,0,Female,White,0,Middle,2.4,No
3.82,1295.0,0,61.0,4.6,5.0,SocialSci,0,0,Other,Other,0,Middle,6.8,No
3.19,1039.0,1,50.0,3.2,8.6,STEM,0,1,Female,Hispanic,0,Middle,1.8,Yes
3.0,1221.0,1,46.0,4.5,4.6,Health,0,1,Other,Other,0,High,6.0,No
2.93,1191.0,0,55.0,4.8,3.7,STEM,0,0,Male,Asian,0,High,4.4,No
2.64,1267.0,1,41.0,1.2,5.2,SocialSci,0,0,Female,White,0,High,7.2,No
2.92,1224.0,0,71.0,4.7,9.4,STEM,0,0,Female,Other,0,Middle,2.1,Yes
2.36,1221.0,1,46.0,2.6,1.6,Arts,0,1,Female,Asian,0,Middle,3.6,No
3.35,1069.0,1,74.0,2.2,9.8,Arts,0,1,Male,White,0,Low,3.3,Yes
2.43,1180.0,1,30.0,2.3,7.9,Health,0,0,Female,Other,1,High,9.0,No
2.1,1202.0,1,48.0,2.8,6.2,STEM,0,1,Male,Other,0,High,6.2,No
2.94,1020.0,0,56.0,1.1,2.9,Health,0,1,Male,Asian,0,Middle,3.5,No
3.6,1199.0,1,41.0,1.7,9.6,SocialSci,1,0,Female,Other,0,High,1.8,Yes
2.46,1278.0,0,55.0,2.4,6.0,Business,0,0,Other,Black,0,Low,1.5,Yes
3.62,1226.0,1,48.0,2.7,3.0,STEM,0,1,Female,Other,0,Middle,5.5,No
3.44,1125.0,1,93.0,3.2,3.3,SocialSci,0,0,Male,Other,1,High,3.5,Yes
3.26,1307.0,1,75.0,2.4,3.1,Arts,1,0,Male,White,0,Middle,4.6,Yes
3.18,1553.0,0,60.0,2.0,5.6,Business,0,0,Male,Hispanic,0,Middle,3.3,Yes
2.54,1302.0,1,10.0,4.1,7.7,Business,0,0,Other,Asian,0,High,3.8,No
2.96,1265.0,1,103.0,4.2,2.1,Business,1,0,Female,Other,0,Low,3.1,Yes
2.5,1075.0,1,53.0,3.6,4.4,SocialSci,0,0,Other,Black,0,High,8.4,Yes
2.29,1269.0,1,52.0,4.8,4.6,SocialSci,0,0,Female,Black,0,Low,5.4,Yes
3.17,1097.0,0,59.0,4.9,4.3,Arts,0,1,Other,Black,1,Middle,1.5,No
3.54,1270.0,0,22.0,1.6,2.8,STEM,1,0,Other,Black,0,Middle,3.5,No
2.88,1181.0,0,44.0,3.1,2.1,Health,0,0,Female,Hispanic,1,Low,6.4,No
3.47,1215.0,1,66.0,4.1,9.4,SocialSci,1,0,Male,Asian,0,Middle,7.8,Yes
3.41,1109.0,0,58.0,4.5,7.7,Health,0,1,Other,Black,0,High,6.1,Yes
2.9,1220.0,0,74.0,4.0,3.2,STEM,0,1,Female,Black,0,High,7.6,Yes
3.49,1160.0,0,31.0,1.2,7.1,Health,0,0,Male,White,0,Middle,2.0,No
2.63,1395.0,0,31.0,1.4,2.4,STEM,0,0,Female,Black,0,Middle,8.5,No
3.61,1151.0,1,59.0,3.5,2.3,Health,0,0,Female,Asian,0,High,1.1,Yes
2.67,1431.0,1,34.0,2.2,4.3,SocialSci,1,1,Female,Asian,0,High,4.9,No
3.37,1185.0,1,35.0,3.2,7.0,Arts,0,0,Female,Black,0,Low,2.4,No
3.35,1365.0,0,29.0,2.2,9.2,SocialSci,0,1,Other,Hispanic,1,Middle,4.9,No
2.83,1120.0,1,57.0,2.7,1.1,Business,1,0,Male,Black,0,Low,8.8,No
3.42,1375.0,0,78.0,4.5,6.0,Arts,0,1,Male,Other,0,Middle,2.4,Yes
3.78,1361.0,1,62.0,4.3,3.2,SocialSci,0,0,Other,Hispanic,0,Low,2.9,Yes
2.14,1299.0,1,39.0,2.9,7.0,Arts,0,0,Female,Asian,0,High,7.1,Yes
2.59,1217.0,0,81.0,1.7,4.9,SocialSci,1,1,Other,Black,0,Low,1.8,Yes
2.24,1146.0,1,35.0,2.8,3.1,Business,0,0,Other,White,0,High,1.2,No
2.36,1155.0,1,64.0,4.2,7.1,Business,0,1,Female,Asian,0,High,5.2,Yes
2.38,1091.0,0,63.0,4.6,3.2,SocialSci,1,0,Male,Other,0,Middle,2.9,Yes
3.93,965.0,0,28.0,1.8,1.5,Business,0,0,Male,Black,0,High,3.5,No
3.4,1184.0,1,53.0,3.5,4.0,SocialSci,0,0,Male,Asian,1,High,8.8,Yes
3.16,1308.0,1,35.0,3.4,6.7,Arts,0,0,Male,Asian,0,Middle,7.9,No
3.17,1114.0,1,53.0,1.9,8.7,Business,0,0,Female,Asian,0,High,4.3,No
2.19,1172.0,0,40.0,2.5,2.7,Health,0,0,Other,Other,0,High,2.2,No
2.73,1190.0,0,51.0,3.7,7.5,Arts,0,1,Other,Asian,0,Middle,6.7,Yes
3.79,1355.0,0,64.0,3.1,8.4,SocialSci,1,1,Other,Other,0,Middle,6.8,Yes
2.02,1128.0,0,36.0,1.8,1.5,SocialSci,1,0,Male,Hispanic,1,High,5.2,No
2.04,922.0,0,60.0,1.5,7.6,Health,0,1,Female,Asian,0,Low,9.3,No
2.55,1097.0,0,51.0,2.5,4.2,SocialSci,0,0,Male,Black,0,Low,6.9,No
3.27,1098.0,1,36.0,2.8,9.7,SocialSci,1,0,Other,Other,0,Middle,6.0,No
3.73,1284.0,0,58.0,4.6,5.4,Arts,0,0,Female,Black,0,High,3.6,Yes
2.07,1031.0,0,24.0,4.2,9.6,Health,0,0,Female,Hispanic,0,High,9.1,No
3.04,1266.0,0,22.0,4.9,7.8,Health,1,0,Male,Hispanic,0,Low,8.3,No
3.26,1368.0,1,35.0,3.3,4.9,SocialSci,0,1,Male,Hispanic,1,High,8.4,Yes
2.12,1243.0,1,56.0,1.8,6.3,SocialSci,0,0,Other,Hispanic,0,Low,7.3,No
2.95,1196.0,1,62.0,3.1,8.8,Business,0,0,Male,Other,0,High,7.6,Yes
3.81,1230.0,0,27.0,2.1,4.7,Arts,0,0,Female,White,0,Low,7.7,No
2.71,1230.0,0,49.0,4.1,2.6,SocialSci,0,0,Male,Black,0,High,3.9,No
2.92,1330.0,1,45.0,3.5,5.3,STEM,0,1,Other,Black,0,Low,1.1,Yes
3.14,1179.0,1,37.0,3.1,5.2,Health,0,0,Male,Other,1,High,9.5,No
2.27,1120.0,1,52.0,1.4,5.0,Business,1,0,Female,Other,0,Middle,7.5,No
2.94,1263.0,1,46.0,3.4,9.3,Health,0,1,Male,Hispanic,0,Middle,9.6,Yes
3.05,1248.0,0,61.0,4.8,3.2,Business,0,0,Male,Black,0,Low,1.7,No
2.31,1172.0,0,80.0,2.5,1.4,Arts,0,0,Female,Other,0,Low,3.0,Yes
3.51,1022.0,0,63.0,1.8,8.3,Health,1,0,Male,Other,0,Middle,7.2,Yes
2.24,1177.0,1,44.0,1.8,5.1,STEM,0,0,Male,Hispanic,1,High,6.6,No
2.48,1348.0,1,55.0,1.6,9.1,Business,0,0,Male,Asian,0,Middle,2.4,Yes
3.29,1194.0,1,26.0,1.9,6.9,Health,0,1,Other,Other,0,High,4.4,No
2.58,1232.0,1,97.0,3.1,5.0,STEM,0,0,Male,White,0,Middle,7.6,Yes
2.19,1149.0,1,5.0,2.6,7.6,Business,1,1,Male,Black,0,Middle,9.3,No
2.96,1262.0,0,50.0,4.5,8.9,SocialSci,0,0,Male,Hispanic,0,Low,8.7,Yes
2.7,1200.0,0,66.0,4.9,7.6,SocialSci,0,1,Male,Hispanic,0,Middle,4.8,Yes
2.89,1143.0,0,77.0,3.9,4.6,Arts,0,0,Male,Asian,0,High,5.5,Yes
2.35,1400.0,0,35.0,4.0,8.3,Arts,0,0,Other,Black,0,Low,6.5,Yes
3.94,1253.0,1,44.0,3.1,5.3,Arts,0,0,Female,Black,0,Low,6.2,No
2.28,1241.0,1,86.0,1.8,1.9,STEM,1,0,Other,Hispanic,0,Low,2.1,Yes
2.59,1344.0,0,33.0,3.6,2.6,Arts,0,0,Male,Hispanic,0,High,9.0,Yes
2.99,1241.0,0,93.0,3.7,3.9,Arts,0,1,Other,Black,0,Low,7.4,Yes
3.83,1235.0,0,79.0,2.9,4.6,STEM,1,1,Other,Other,0,High,1.4,Yes
2.18,1136.0,0,52.0,2.0,8.9,Arts,0,0,Other,Asian,0,High,9.4,No
3.24,965.0,1,55.0,1.6,9.5,Arts,0,1,Female,Other,0,High,8.5,No
2.34,1313.0,1,58.0,1.2,9.5,STEM,0,0,Female,White,0,Low,9.2,Yes
3.3,1256.0,1,41.0,5.0,8.6,Business,0,1,Male,Other,0,Low,9.0,Yes
3.14,1163.0,1,57.0,2.7,1.6,SocialSci,1,0,Male,Other,0,Middle,2.1,Yes
3.61,1308.0,0,46.0,2.6,8.4,Health,0,0,Male,Black,0,Middle,3.6,Yes
2.09,1192.0,0,54.0,3.3,7.5,STEM,1,1,Female,Hispanic,0,High,7.1,No
2.23,1267.0,1,76.0,3.7,8.1,Business,1,0,Other,White,0,High,5.9,Yes
3.41,1236.0,0,65.0,4.4,8.3,SocialSci,0,0,Male,White,0,Low,5.0,Yes
2.43,1268.0,1,58.0,4.8,7.2,Arts,0,0,Female,Asian,0,Middle,6.6,Yes
2.0,1189.0,1,18.0,4.1,3.9,STEM,0,1,Female,Hispanic,0,Middle,8.2,No
3.76,1176.0,1,57.0,4.7,3.0,SocialSci,0,0,Female,Other,0,High,2.5,No
3.94,1142.0,0,82.0,1.2,1.0,Health,0,0,Male,Asian,0,Middle,8.4,Yes
2.56,1134.0,0,15.0,3.2,7.4,Business,0,0,Male,Black,0,Middle,2.0,No
2.68,1255.0,1,30.0,4.0,3.6,STEM,0,1,Other,Other,0,Low,4.5,No
2.61,1186.0,1,46.0,1.1,4.9,SocialSci,0,1,Other,Black,0,Middle,9.4,No
3.29,1249.0,0,37.0,3.2,9.7,Arts,1,1,Male,White,0,Low,3.1,Yes
2.86,1068.0,1,20.0,4.3,4.5,Health,0,0,Male,Asian,0,Low,3.2,No
2.15,1245.0,1,34.0,2.7,1.3,Health,1,1,Other,Hispanic,0,Low,2.7,No
3.26,1225.0,1,0.0,4.0,3.7,Arts,0,1,Other,Hispanic,0,High,8.5,No
3.55,1218.0,0,64.0,4.5,7.1,Arts,0,0,Other,Asian,0,High,6.8,Yes
3.88,1310.0,1,99.0,2.4,5.9,STEM,0,0,Other,Black,0,Low,8.6,Yes
2.81,1188.0,0,55.0,3.7,4.1,Health,0,0,Male,Black,1,Low,9.0,Yes
2.17,1174.0,0,68.0,1.9,2.6,Arts,0,1,Female,White,0,Low,4.0,No
2.36,1209.0,1,88.0,1.1,8.1,Health,0,0,Male,Black,0,Low,10.0,Yes
2.93,1272.0,1,55.0,3.5,5.2,STEM,1,0,Female,Other,0,Middle,3.6,Yes
3.38,1141.0,1,39.0,4.7,2.7,Arts,0,1,Female,Black,0,Middle,8.3,No
3.31,1161.0,0,37.0,2.1,2.6,SocialSci,0,0,Male,Hispanic,0,Low,3.7,No
3.58,1275.0,1,25.0,1.4,3.0,Arts,0,1,Male,Hispanic,0,Middle,1.5,No
3.08,1263.0,0,57.0,4.7,2.8,STEM,0,1,Other,White,0,Middle,8.2,Yes
3.67,1208.0,1,66.0,1.2,6.4,Arts,0,0,Other,White,0,Middle,1.9,Yes
2.44,1016.0,1,29.0,1.3,3.4,SocialSci,0,0,Female,Black,0,Middle,2.4,No
2.63,1159.0,1,61.0,4.6,5.3,SocialSci,0,1,Other,Hispanic,1,Middle,2.9,Yes
2.25,1202.0,1,38.0,4.0,2.7,Arts,0,0,Other,White,0,Low,3.0,No
2.86,1176.0,0,59.0,2.4,6.3,Health,0,0,Female,Hispanic,1,Middle,6.8,Yes
3.13,1067.0,1,73.0,1.3,6.6,Health,0,0,Other,Hispanic,0,Low,6.3,Yes
2.92,1119.0,0,8.0,3.5,7.9,STEM,0,0,Male,Asian,0,Middle,10.0,No
2.65,1088.0,1,62.0,3.1,4.5,SocialSci,0,0,Other,Other,0,Middle,6.9,No
2.33,1321.0,1,37.0,2.0,3.5,Arts,0,0,Female,Asian,0,High,3.7,No
3.44,1290.0,0,75.0,3.9,3.7,Arts,0,0,Other,Black,0,Low,6.3,Yes
3.03,1258.0,0,43.0,2.7,9.3,Business,0,0,Male,Hispanic,0,Low,7.3,Yes
3.5,1243.0,1,15.0,2.4,6.4,STEM,1,0,Female,Hispanic,0,Middle,8.7,No
3.24,1149.0,1,48.0,2.7,7.2,SocialSci,0,0,Other,Hispanic,0,Middle,2.1,No
3.18,976.0,0,33.0,1.2,6.4,Arts,1,1,Other,White,0,Middle,2.1,No
3.98,1225.0,0,71.0,3.9,5.5,Business,0,0,Other,Other,0,High,9.3,Yes
3.67,1240.0,1,43.0,1.7,6.4,Arts,0,0,Other,Hispanic,0,High,3.3,No
3.12,1135.0,1,37.0,4.4,4.9,Arts,0,0,Other,Black,0,Middle,8.4,No
2.59,964.0,1,43.0,2.9,8.2,Health,0,1,Female,White,0,High,7.7,No
2.37,1086.0,0,86.0,3.6,2.4,Health,1,0,Other,White,0,High,3.7,Yes
3.91,1050.0,1,50.0,2.4,1.9,Health,0,1,Other,Hispanic,0,Low,7.0,No
3.98,1247.0,0,38.0,1.1,2.1,SocialSci,0,0,Female,Hispanic,0,Middle,4.0,No
3.87,1451.0,0,13.0,4.0,8.8,Arts,0,0,Female,Asian,0,Middle,6.5,No
2.29,1006.0,0,77.0,3.9,4.4,STEM,0,0,Male,Black,0,Middle,9.4,Yes
3.41,1128.0,0,36.0,1.5,2.8,Arts,1,0,Male,Black,0,Middle,5.8,No
3.27,1141.0,1,30.0,3.2,4.1,SocialSci,0,0,Female,Black,0,Middle,6.5,No
2.82,1214.0,1,36.0,3.1,8.2,Arts,0,0,Other,Other,0,Middle,8.3,Yes
2.47,1279.0,0,38.0,4.5,3.9,Health,0,0,Other,Hispanic,0,High,1.9,No
3.66,1233.0,1,29.0,4.4,3.6,Health,0,1,Female,Other,0,Middle,2.2,No
3.54,1142.0,0,33.0,3.7,4.0,Business,0,0,Other,Black,0,Middle,6.6,No
3.32,1183.0,0,44.0,4.4,9.8,SocialSci,0,0,Other,White,0,Low,8.8,Yes
3.26,1198.0,0,67.0,3.0,2.0,Health,0,1,Female,Black,0,Middle,2.2,Yes
3.66,1143.0,0,77.0,3.4,3.2,Arts,0,0,Male,Other,0,High,1.6,Yes
2.75,1102.0,0,28.0,3.7,8.6,Business,1,1,Female,Asian,0,High,8.0,No
3.48,1127.0,0,48.0,4.7,3.0,SocialSci,0,0,Female,Other,0,High,2.5,No
2.6,1153.0,1,29.0,3.8,1.7,Health,1,0,Female,Asian,0,Low,8.2,No
3.88,1182.0,1,55.0,3.7,1.1,Health,1,0,Male,White,0,Low,4.2,No
2.65,1227.0,1,97.0,3.3,7.5,SocialSci,0,0,Male,White,0,High,8.5,Yes
3.53,1379.0,0,64.0,3.7,5.7,STEM,0,1,Male,White,0,Low,2.6,Yes
3.47,1365.0,1,55.0,3.9,5.0,Health,0,0,Other,White,0,High,9.0,Yes
3.62,1147.0,0,21.0,3.1,9.3,Business,0,0,Other,Asian,0,Low,7.8,No
3.71,1124.0,1,53.0,3.0,4.4,SocialSci,0,0,Male,White,0,Middle,6.1,No
3.22,1155.0,0,7.0,2.6,6.3,Business,1,1,Other,Hispanic,0,Middle,7.1,No
2.4,1100.0,1,52.0,4.4,7.4,STEM,0,0,Male,Black,0,Low,7.2,Yes
2.49,1307.0,1,46.0,3.7,6.8,Health,0,0,Female,Asian,0,Middle,3.7,Yes
2.32,1199.0,0,19.0,1.7,6.3,Business,1,0,Female,Asian,0,Middle,7.4,No
3.49,1125.0,1,31.0,2.6,4.3,Health,0,1,Other,Asian,0,Middle,9.1,No
3.13,1095.0,1,30.0,4.8,7.5,STEM,1,0,Other,Asian,0,Middle,7.9,No
2.94,1361.0,0,34.0,4.5,8.4,STEM,1,0,Other,Hispanic,0,Middle,6.0,Yes
3.78,1401.0,0,8.0,3.3,8.3,SocialSci,0,1,Other,White,1,High,2.4,No
2.16,1266.0,1,67.0,2.9,6.4,SocialSci,0,0,Other,Other,0,Low,8.4,Yes
2.78,1058.0,0,32.0,4.0,5.9,Arts,1,0,Female,Other,0,Low,3.1,No
2.29,1138.0,0,-8.0,3.9,2.3,STEM,0,0,Male,Asian,0,Middle,4.4,No
2.0,1235.0,0,64.0,4.2,1.3,Health,0,0,Other,White,0,Low,7.5,No
2.74,1193.0,0,10.0,2.2,2.7,Arts,0,0,Other,Hispanic,0,High,8.2,No
3.01,1264.0,1,37.0,2.3,3.1,SocialSci,0,0,Female,Hispanic,0,Middle,1.8,No
2.12,1140.0,1,56.0,4.7,7.3,Arts,0,0,Other,Hispanic,0,Middle,4.7,Yes
2.83,1205.0,0,23.0,4.2,1.0,STEM,0,0,Other,Other,0,High,4.1,No
2.44,1236.0,0,59.0,2.0,7.3,SocialSci,0,1,Male,Hispanic,0,High,8.8,Yes
2.94,1034.0,1,57.0,1.2,2.2,STEM,0,1,Male,Asian,0,Low,6.6,No
3.53,1242.0,0,39.0,3.4,2.4,SocialSci,0,0,Other,Other,0,High,1.8,Yes
2.85,1308.0,0,59.0,4.5,1.2,Business,0,0,Other,White,0,High,1.0,No
2.29,1271.0,0,48.0,1.5,8.7,Arts,1,0,Other,Hispanic,0,Low,7.6,Yes
3.12,1208.0,1,7.0,4.1,1.2,SocialSci,0,0,Male,Black,1,High,6.2,No
2.27,1097.0,0,77.0,1.0,8.6,Health,0,1,Male,White,0,Middle,5.7,Yes
3.7,1184.0,1,76.0,1.4,4.6,Health,0,0,Male,Asian,0,Middle,3.0,Yes
3.26,1027.0,1,32.0,2.8,7.5,STEM,0,0,Female,Black,0,High,1.9,No
2.09,1271.0,1,55.0,1.3,5.1,Health,0,0,Female,Other,0,Low,5.5,Yes
3.05,1373.0,0,2.0,4.0,7.7,Health,1,0,Male,Asian,0,Low,1.2,No
2.95,1072.0,0,92.0,3.1,9.5,Health,1,0,Male,Black,0,High,7.4,Yes
3.68,1133.0,0,48.0,2.4,2.8,Health,0,0,Male,Black,0,High,6.2,No
3.69,1164.0,1,48.0,4.0,3.6,Arts,1,0,Female,White,0,Low,1.1,Yes
3.46,1352.0,1,44.0,4.1,2.9,Health,1,0,Other,Other,0,High,9.9,Yes
3.64,1239.0,0,40.0,1.3,5.2,Arts,0,0,Male,Other,0,Middle,1.7,No
3.22,1333.0,1,113.0,3.7,3.6,Arts,0,1,Other,Other,0,Middle,6.7,Yes
3.19,1176.0,0,14.0,2.2,5.0,STEM,0,0,Male,Other,0,Low,2.6,No
2.7,1295.0,0,24.0,1.7,9.7,Business,0,0,Female,Black,0,High,4.9,No
2.87,1243.0,0,41.0,2.5,5.9,Health,0,0,Other,Asian,0,Middle,4.5,No
3.11,1223.0,1,28.0,4.9,2.8,Arts,0,0,Other,White,1,Low,4.2,No
2.91,1177.0,1,25.0,2.1,5.5,Business,0,0,Male,Other,0,Low,2.4,No
3.35,1140.0,0,59.0,3.1,3.4,SocialSci,0,1,Female,Hispanic,1,High,8.5,No
2.75,1084.0,1,39.0,4.3,10.0,Business,1,0,Other,Asian,0,Middle,3.8,No
3.38,1303.0,1,50.0,2.2,5.1,STEM,0,0,Male,Asian,0,Low,3.1,Yes
2.69,1105.0,1,61.0,1.4,8.3,Arts,0,1,Female,Other,1,High,4.6,Yes
3.12,1068.0,1,61.0,3.6,7.0,SocialSci,0,0,Female,White,0,Low,1.6,Yes
3.64,1260.0,0,61.0,5.0,2.6,SocialSci,0,0,Female,Asian,0,High,5.8,No
3.57,1182.0,0,58.0,2.3,4.0,Arts,1,1,Female,Hispanic,0,Low,9.1,No
2.69,949.0,0,60.0,3.7,3.6,Health,0,0,Male,Hispanic,0,High,4.7,No
3.47,1281.0,1,3.0,4.0,5.6,STEM,0,0,Male,White,0,High,3.1,No
2.83,1107.0,1,51.0,3.9,6.8,SocialSci,0,1,Male,Asian,0,Low,4.3,Yes
2.13,1150.0,1,51.0,4.1,7.2,Health,0,0,Male,Asian,0,High,2.6,No
2.08,1292.0,1,22.0,4.2,1.1,Business,0,0,Other,White,0,Middle,5.6,No
3.75,1077.0,0,68.0,2.9,1.6,Business,0,1,Other,White,0,High,1.8,No
2.23,1154.0,0,76.0,1.4,3.0,Arts,0,0,Female,Hispanic,0,Low,6.0,Yes
3.52,1095.0,1,52.0,3.3,3.0,STEM,0,0,Other,White,0,High,7.4,No
2.78,1403.0,0,48.0,1.4,2.2,Health,0,1,Female,White,0,Middle,2.4,No
2.43,1184.0,0,64.0,2.4,10.0,Arts,0,0,Female,Black,0,High,8.3,Yes
2.47,1303.0,0,59.0,1.1,5.8,Health,0,0,Other,Hispanic,0,High,8.3,Yes
3.02,1305.0,1,34.0,3.8,8.9,Health,0,0,Male,Black,0,High,4.0,No
3.88,1408.0,1,67.0,1.5,2.1,Health,0,0,Female,Black,0,Middle,6.3,Yes
3.13,1046.0,1,70.0,3.8,8.6,STEM,1,0,Male,Asian,1,Low,6.4,Yes
3.03,1264.0,1,81.0,2.5,3.7,STEM,1,1,Male,Hispanic,0,Middle,2.8,Yes
2.72,1219.0,1,36.0,3.4,5.5,SocialSci,0,1,Other,White,0,Low,6.9,No
2.27,1422.0,1,27.0,2.3,2.6,Health,0,1,Other,Other,0,Low,4.8,No
2.25,1115.0,1,66.0,4.7,3.5,SocialSci,0,0,Other,Hispanic,0,Middle,5.0,Yes
3.1,1356.0,0,61.0,2.0,3.0,Business,0,1,Female,Black,0,Middle,4.7,Yes
2.8,1138.0,0,59.0,4.6,5.5,SocialSci,0,0,Other,White,0,Low,7.8,Yes
2.64,1162.0,1,51.0,4.1,7.4,Arts,0,0,Other,White,0,Low,9.7,Yes
2.47,1238.0,1,28.0,3.2,7.8,Arts,0,0,Female,Asian,0,Low,6.6,No
